"","sentiment"
"1727","No"
"1728","No"
"1729","Yes"
"1730","Yes"
"1731","No"
"1732","No"
"1733","Yes"
"1734","No"
"1735","Yes"
"1736","Yes"
"1737","Yes"
"1738","No"
"1739","Yes"
"1740","Yes"
"1741","No"
"1742","No"
"1743","No"
"1744","Yes"
"1745","No"
"1746","Yes"
"1747","No"
"1748","No"
"1749","No"
"1750","Yes"
"1751","No"
"1752","Yes"
"1753","Yes"
"1754","Yes"
"1755","No"
"1756","Yes"
"1757","No"
"1758","No"
"1759","Yes"
"1760","Yes"
"1761","No"
"1762","Yes"
"1763","No"
"1764","No"
"1765","Yes"
"1766","Yes"
"1767","No"
"1768","No"
"1769","No"
"1770","Yes"
"1771","Yes"
"1772","No"
"1773","No"
"1774","No"
"1775","Yes"
"1776","Yes"
"1777","Yes"
"1778","No"
"1779","No"
"1780","Yes"
"1781","No"
"1782","Yes"
"1783","Yes"
"1784","Yes"
"1785","Yes"
"1786","No"
"1787","Yes"
"1788","Yes"
"1789","No"
"1790","No"
"1791","No"
"1792","Yes"
"1793","No"
"1794","Yes"
"1795","No"
"1796","No"
"1797","Yes"
"1798","No"
"1799","No"
"1800","Yes"
"1801","No"
"1802","No"
"1803","No"
"1804","No"
"1805","No"
"1806","Yes"
"1807","No"
"1808","Yes"
"1809","No"
"1810","Yes"
"1811","Yes"
"1812","Yes"
"1813","No"
"1814","No"
"1815","Yes"
"1816","No"
"1817","Yes"
"1818","Yes"
"1819","Yes"
"1820","No"
"1821","Yes"
"1822","No"
"1823","Yes"
"1824","No"
"1825","No"
"1826","Yes"
"1827","No"
"1828","Yes"
"1829","Yes"
"1830","No"
"1831","Yes"
"1832","No"
"1833","No"
"1834","Yes"
"1835","No"
"1836","Yes"
"1837","No"
"1838","Yes"
"1839","No"
"1840","Yes"
"1841","No"
"1842","Yes"
"1843","No"
"1844","No"
"1845","No"
"1846","No"
"1847","No"
"1848","No"
"1849","Yes"
"1850","Yes"
"1851","Yes"
"1852","No"
"1853","Yes"
"1854","Yes"
"1855","No"
"1856","Yes"
"1857","Yes"
"1858","No"
"1859","Yes"
"1860","Yes"
"1861","No"
"1862","Yes"
"1863","Yes"
"1864","Yes"
"1865","Yes"
"1866","No"
"1867","No"
"1868","No"
"1869","Yes"
"1870","No"
"1871","Yes"
"1872","No"
"1873","Yes"
"1874","Yes"
"1875","No"
"1876","No"
"1877","No"
"1878","Yes"
"1879","Yes"
"1880","No"
"1881","No"
"1882","Yes"
"1883","Yes"
"1884","Yes"
"1885","No"
"1886","Yes"
"1887","Yes"
"1888","Yes"
"1889","No"
"1890","Yes"
"1891","No"
"1892","Yes"
"1893","Yes"
"1894","No"
"1895","Yes"
"1896","No"
"1897","Yes"
"1898","No"
"1899","Yes"
"1900","Yes"
"1901","No"
"1902","Yes"
"1903","Yes"
"1904","No"
"1905","No"
"1906","No"
"1907","No"
"1908","Yes"
"1909","No"
"1910","Yes"
"1911","Yes"
"1912","No"
"1913","Yes"
"1914","Yes"
"1915","No"
"1916","Yes"
"1917","Yes"
"1918","No"
"1919","No"
"1920","Yes"
"1921","No"
"1922","No"
"1923","Yes"
"1924","Yes"
"1925","Yes"
"1926","Yes"
"1927","No"
"1928","No"
"1929","No"
"1930","Yes"
"1931","Yes"
"1932","No"
"1933","No"
"1934","No"
"1935","No"
"1936","No"
"1937","Yes"
"1938","Yes"
"1939","Yes"
"1940","No"
"1941","Yes"
"1942","No"
"1943","No"
"1944","No"
"1945","No"
"1946","Yes"
"1947","No"
"1948","No"
"1949","Yes"
"1950","No"
"1951","Yes"
"1952","Yes"
"1953","No"
"1954","No"
"1955","No"
"1956","Yes"
"1957","Yes"
"1958","Yes"
"1959","No"
"1960","No"
"1961","Yes"
"1962","No"
"1963","Yes"
"1964","Yes"
"1965","Yes"
"1966","Yes"
"1967","Yes"
"1968","No"
"1969","No"
"1970","Yes"
"1971","Yes"
"1972","Yes"
"1973","Yes"
"1974","Yes"
"1975","No"
"1976","No"
"1977","No"
"1978","No"
"1979","Yes"
"1980","Yes"
"1981","Yes"
"1982","No"
"1983","Yes"
"1984","No"
"1985","No"
"1986","No"
"1987","Yes"
"1988","Yes"
"1989","No"
"1990","No"
"1991","Yes"
"1992","Yes"
"1993","No"
"1994","No"
"1995","No"
"1996","Yes"
"1997","Yes"
"1998","Yes"
"1999","Yes"
"2000","Yes"
"2001","Yes"
"2002","Yes"
"2003","Yes"
"2004","No"
"2005","Yes"
"2006","No"
"2007","Yes"
"2008","Yes"
"2009","No"
"2010","No"
"2011","Yes"
"2012","No"
"2013","No"
"2014","No"
"2015","No"
"2016","Yes"
"2017","No"
"2018","No"
"2019","No"
"2020","Yes"
"2021","Yes"
"2022","No"
"2023","Yes"
"2024","No"
"2025","No"
"2026","No"
"2027","Yes"
"2028","Yes"
"2029","Yes"
"2030","No"
"2031","Yes"
"2032","Yes"
"2033","No"
"2034","Yes"
"2035","No"
"2036","Yes"
"2037","Yes"
"2038","No"
"2039","No"
"2040","No"
"2041","No"
"2042","Yes"
"2043","Yes"
"2044","No"
"2045","No"
"2046","No"
"2047","Yes"
"2048","No"
"2049","No"
"2050","Yes"
"2051","No"
"2052","Yes"
"2053","No"
"2054","No"
"2055","No"
"2056","Yes"
"2057","Yes"
"2058","No"
"2059","No"
"2060","No"
"2061","Yes"
"2062","No"
"2063","Yes"
"2064","No"
"2065","Yes"
"2066","No"
"2067","No"
"2068","No"
"2069","Yes"
"2070","No"
"2071","Yes"
"2072","No"
"2073","No"
"2074","No"
"2075","Yes"
"2076","Yes"
"2077","No"
"2078","Yes"
"2079","No"
"2080","Yes"
"2081","No"
"2082","Yes"
"2083","Yes"
"2084","Yes"
"2085","Yes"
"2086","Yes"
"2087","No"
"2088","Yes"
"2089","Yes"
"2090","Yes"
"2091","Yes"
"2092","Yes"
"2093","No"
"2094","Yes"
"2095","Yes"
"2096","Yes"
"2097","Yes"
"2098","No"
"2099","Yes"
"2100","No"
"2101","No"
"2102","Yes"
"2103","Yes"
"2104","No"
"2105","Yes"
"2106","No"
"2107","No"
"2108","No"
"2109","Yes"
"2110","No"
"2111","No"
"2112","No"
"2113","No"
"2114","Yes"
"2115","Yes"
"2116","No"
"2117","No"
"2118","No"
"2119","No"
"2120","Yes"
"2121","Yes"
"2122","No"
"2123","Yes"
"2124","No"
"2125","Yes"
"2126","Yes"
"2127","No"
"2128","No"
"2129","Yes"
"2130","Yes"
"2131","Yes"
"2132","No"
"2133","Yes"
"2134","No"
"2135","Yes"
"2136","No"
"2137","Yes"
"2138","Yes"
"2139","No"
"2140","Yes"
"2141","No"
"2142","Yes"
"2143","No"
"2144","Yes"
"2145","Yes"
"2146","No"
"2147","No"
"2148","No"
"2149","Yes"
"2150","Yes"
"2151","Yes"
"2152","No"
"2153","No"
"2154","No"
"2155","No"
"2156","No"
"2157","No"
"2158","No"
"2159","Yes"
"2160","No"
"2161","Yes"
"2162","No"
"2163","Yes"
"2164","Yes"
"2165","Yes"
"2166","No"
"2167","No"
"2168","No"
"2169","No"
"2170","No"
"2171","No"
"2172","No"
"2173","Yes"
"2174","No"
"2175","Yes"
"2176","Yes"
"2177","No"
"2178","Yes"
"2179","No"
"2180","No"
"2181","Yes"
"2182","No"
"2183","No"
"2184","Yes"
"2185","No"
"2186","No"
"2187","Yes"
"2188","Yes"
"2189","Yes"
"2190","Yes"
"2191","No"
"2192","No"
"2193","Yes"
"2194","No"
"2195","Yes"
"2196","Yes"
"2197","No"
"2198","No"
"2199","Yes"
"2200","Yes"
"2201","Yes"
"2202","No"
"2203","Yes"
"2204","No"
"2205","No"
"2206","No"
"2207","Yes"
"2208","Yes"
"2209","Yes"
"2210","No"
"2211","Yes"
"2212","Yes"
"2213","No"
"2214","Yes"
"2215","Yes"
"2216","Yes"
"2217","No"
"2218","No"
"2219","No"
"2220","Yes"
"2221","Yes"
"2222","No"
"2223","No"
"2224","Yes"
"2225","No"
"2226","No"
"2227","No"
"2228","Yes"
"2229","No"
"2230","No"
"2231","No"
"2232","No"
"2233","Yes"
"2234","No"
"2235","No"
"2236","No"
"2237","No"
"2238","Yes"
"2239","Yes"
"2240","Yes"
"2241","No"
"2242","Yes"
"2243","No"
"2244","Yes"
"2245","Yes"
"2246","No"
"2247","Yes"
"2248","No"
"2249","Yes"
"2250","Yes"
"2251","No"
"2252","Yes"
"2253","No"
"2254","Yes"
"2255","No"
"2256","No"
"2257","Yes"
"2258","Yes"
"2259","Yes"
"2260","No"
"2261","No"
"2262","Yes"
"2263","No"
"2264","No"
"2265","No"
"2266","Yes"
"2267","Yes"
"2268","Yes"
"2269","Yes"
"2270","No"
"2271","No"
"2272","Yes"
"2273","Yes"
"2274","No"
"2275","No"
"2276","Yes"
"2277","Yes"
"2278","Yes"
"2279","Yes"
"2280","No"
"2281","Yes"
"2282","No"
"2283","No"
"2284","Yes"
"2285","Yes"
"2286","No"
"2287","Yes"
"2288","Yes"
"2289","No"
"2290","Yes"
"2291","No"
"2292","Yes"
"2293","Yes"
"2294","No"
"2295","Yes"
"2296","Yes"
"2297","No"
"2298","Yes"
"2299","No"
"2300","No"
"2301","Yes"
"2302","Yes"
"2303","Yes"
"2304","No"
"2305","Yes"
"2306","Yes"
"2307","Yes"
"2308","No"
"2309","Yes"
"2310","Yes"
"2311","No"
"2312","Yes"
"2313","No"
"2314","Yes"
"2315","Yes"
"2316","Yes"
"2317","No"
"2318","No"
"2319","No"
"2320","No"
"2321","Yes"
"2322","No"
"2323","No"
"2324","Yes"
"2325","Yes"
"2326","Yes"
"2327","Yes"
"2328","No"
"2329","No"
"2330","No"
"2331","No"
"2332","Yes"
"2333","No"
"2334","Yes"
"2335","Yes"
"2336","No"
"2337","No"
"2338","Yes"
"2339","No"
"2340","Yes"
"2341","No"
"2342","Yes"
"2343","No"
"2344","No"
"2345","Yes"
"2346","Yes"
"2347","Yes"
"2348","Yes"
"2349","No"
"2350","No"
"2351","Yes"
"2352","Yes"
"2353","Yes"
"2354","No"
"2355","No"
"2356","Yes"
"2357","Yes"
"2358","Yes"
"2359","No"
"2360","Yes"
"2361","No"
"2362","No"
"2363","Yes"
"2364","Yes"
"2365","No"
"2366","Yes"
"2367","No"
"2368","Yes"
"2369","Yes"
"2370","No"
"2371","No"
"2372","Yes"
"2373","Yes"
"2374","No"
"2375","Yes"
"2376","No"
"2377","No"
"2378","Yes"
"2379","No"
"2380","Yes"
"2381","Yes"
"2382","Yes"
"2383","Yes"
"2384","No"
"2385","Yes"
"2386","No"
"2387","Yes"
"2388","Yes"
"2389","No"
"2390","No"
"2391","No"
"2392","No"
"2393","No"
"2394","No"
"2395","Yes"
"2396","Yes"
"2397","Yes"
"2398","Yes"
"2399","No"
"2400","No"
"2401","Yes"
"2402","Yes"
"2403","No"
"2404","Yes"
"2405","Yes"
"2406","Yes"
"2407","Yes"
"2408","Yes"
"2409","No"
"2410","No"
"2411","No"
"2412","Yes"
"2413","Yes"
"2414","No"
"2415","No"
"2416","No"
"2417","No"
"2418","Yes"
"2419","Yes"
"2420","No"
"2421","No"
"2422","No"
"2423","No"
"2424","No"
"2425","No"
"2426","No"
"2427","No"
"2428","Yes"
"2429","Yes"
"2430","No"
"2431","Yes"
"2432","Yes"
"2433","No"
"2434","No"
"2435","Yes"
"2436","Yes"
"2437","Yes"
"2438","No"
"2439","Yes"
"2440","No"
"2441","No"
"2442","Yes"
"2443","Yes"
"2444","Yes"
"2445","Yes"
"2446","No"
"2447","No"
"2448","Yes"
"2449","Yes"
"2450","No"
"2451","No"
"2452","Yes"
"2453","No"
"2454","No"
"2455","No"
"2456","No"
"2457","Yes"
"2458","Yes"
"2459","No"
"2460","No"
"2461","No"
"2462","No"
"2463","No"
"2464","Yes"
"2465","No"
"2466","Yes"
"2467","No"
"2468","No"
"2469","Yes"
"2470","No"
"2471","No"
"2472","Yes"
"2473","Yes"
"2474","Yes"
"2475","Yes"
"2476","No"
"2477","Yes"
"2478","No"
"2479","No"
"2480","Yes"
"2481","Yes"
"2482","Yes"
"2483","Yes"
"2484","No"
"2485","Yes"
"2486","Yes"
"2487","Yes"
"2488","No"
"2489","No"
"2490","Yes"
"2491","Yes"
"2492","No"
"2493","Yes"
"2494","No"
"2495","Yes"
"2496","No"
"2497","Yes"
"2498","Yes"
"2499","Yes"
"2500","No"
"2501","No"
"2502","No"
"2503","No"
"2504","Yes"
"2505","Yes"
"2506","Yes"
"2507","No"
"2508","Yes"
"2509","No"
"2510","No"
"2511","Yes"
"2512","No"
"2513","Yes"
"2514","Yes"
"2515","No"
"2516","No"
"2517","No"
"2518","No"
"2519","No"
"2520","Yes"
"2521","Yes"
"2522","Yes"
"2523","Yes"
"2524","Yes"
"2525","No"
"2526","No"
"2527","Yes"
"2528","Yes"
"2529","Yes"
"2530","Yes"
"2531","No"
"2532","No"
"2533","Yes"
"2534","No"
"2535","Yes"
"2536","Yes"
"2537","Yes"
"2538","Yes"
"2539","Yes"
"2540","Yes"
"2541","No"
"2542","No"
"2543","Yes"
"2544","No"
"2545","Yes"
"2546","No"
"2547","Yes"
"2548","Yes"
"2549","Yes"
"2550","No"
"2551","Yes"
"2552","Yes"
"2553","Yes"
"2554","Yes"
"2555","No"
"2556","No"
"2557","No"
"2558","No"
"2559","Yes"
"2560","No"
"2561","Yes"
"2562","Yes"
"2563","No"
"2564","Yes"
"2565","No"
"2566","Yes"
"2567","No"
"2568","Yes"
"2569","Yes"
"2570","Yes"
"2571","No"
"2572","No"
"2573","Yes"
"2574","No"
"2575","Yes"
"2576","Yes"
"2577","Yes"
"2578","Yes"
"2579","No"
"2580","No"
"2581","No"
"2582","No"
"2583","Yes"
"2584","No"
"2585","No"
"2586","No"
"2587","Yes"
"2588","No"
"2589","Yes"
"2590","Yes"
"2591","No"
"2592","Yes"
"2593","No"
"2594","Yes"
"2595","Yes"
"2596","Yes"
"2597","Yes"
"2598","Yes"
"2599","No"
"2600","No"
"2601","No"
"2602","No"
"2603","No"
"2604","No"
"2605","Yes"
"2606","No"
"2607","Yes"
"2608","Yes"
"2609","Yes"
"2610","Yes"
"2611","Yes"
"2612","No"
"2613","No"
"2614","No"
"2615","No"
"2616","No"
"2617","Yes"
"2618","Yes"
"2619","No"
"2620","Yes"
"2621","No"
"2622","Yes"
"2623","Yes"
"2624","Yes"
"2625","No"
"2626","Yes"
"2627","Yes"
"2628","No"
"2629","No"
"2630","Yes"
"2631","No"
"2632","No"
"2633","No"
"2634","Yes"
"2635","Yes"
"2636","Yes"
"2637","Yes"
"2638","Yes"
"2639","Yes"
"2640","Yes"
"2641","Yes"
"2642","Yes"
"2643","No"
"2644","No"
"2645","No"
"2646","No"
"2647","No"
"2648","Yes"
"2649","No"
"2650","No"
"2651","No"
"2652","No"
"2653","Yes"
"2654","Yes"
"2655","No"
"2656","No"
"2657","Yes"
"2658","No"
"2659","No"
"2660","Yes"
"2661","Yes"
"2662","Yes"
"2663","No"
"2664","No"
"2665","No"
"2666","No"
"2667","No"
"2668","Yes"
"2669","Yes"
"2670","No"
"2671","No"
"2672","Yes"
"2673","No"
"2674","No"
"2675","Yes"
"2676","No"
"2677","No"
"2678","No"
"2679","No"
"2680","No"
"2681","No"
"2682","No"
"2683","No"
"2684","No"
"2685","Yes"
"2686","Yes"
"2687","Yes"
"2688","No"
"2689","Yes"
"2690","Yes"
"2691","No"
"2692","No"
"2693","Yes"
"2694","No"
"2695","Yes"
"2696","Yes"
"2697","No"
"2698","No"
"2699","Yes"
"2700","Yes"
"2701","No"
"2702","Yes"
"2703","No"
"2704","No"
"2705","Yes"
"2706","Yes"
"2707","Yes"
"2708","Yes"
"2709","No"
"2710","No"
"2711","No"
"2712","Yes"
"2713","Yes"
"2714","No"
"2715","Yes"
"2716","Yes"
"2717","No"
"2718","Yes"
"2719","No"
"2720","No"
"2721","Yes"
"2722","Yes"
"2723","Yes"
"2724","Yes"
"2725","Yes"
"2726","No"
"2727","No"
"2728","No"
"2729","No"
"2730","Yes"
"2731","Yes"
"2732","Yes"
"2733","Yes"
"2734","Yes"
"2735","No"
"2736","No"
"2737","Yes"
"2738","Yes"
"2739","Yes"
"2740","No"
"2741","No"
"2742","No"
"2743","No"
"2744","Yes"
"2745","No"
"2746","Yes"
"2747","No"
"2748","Yes"
"2749","No"
"2750","No"
"2751","Yes"
"2752","No"
"2753","Yes"
"2754","No"
"2755","No"
"2756","Yes"
"2757","Yes"
"2758","No"
"2759","Yes"
"2760","No"
"2761","Yes"
"2762","Yes"
"2763","No"
"2764","No"
"2765","No"
"2766","Yes"
"2767","No"
"2768","Yes"
"2769","No"
"2770","Yes"
"2771","Yes"
"2772","No"
"2773","No"
"2774","Yes"
"2775","Yes"
"2776","No"
"2777","Yes"
"2778","Yes"
"2779","No"
"2780","No"
"2781","No"
"2782","Yes"
"2783","No"
"2784","Yes"
"2785","Yes"
"2786","Yes"
"2787","No"
"2788","No"
"2789","No"
"2790","No"
"2791","No"
"2792","No"
"2793","No"
"2794","Yes"
"2795","Yes"
"2796","No"
"2797","No"
"2798","No"
"2799","No"
"2800","Yes"
"2801","No"
"2802","No"
"2803","Yes"
"2804","Yes"
"2805","Yes"
"2806","Yes"
"2807","No"
"2808","No"
"2809","No"
"2810","Yes"
"2811","No"
"2812","Yes"
"2813","Yes"
"2814","No"
"2815","No"
"2816","No"
"2817","No"
"2818","No"
"2819","Yes"
"2820","Yes"
"2821","No"
"2822","Yes"
"2823","Yes"
"2824","No"
"2825","No"
"2826","Yes"
"2827","No"
"2828","No"
"2829","No"
"2830","Yes"
"2831","No"
"2832","No"
"2833","Yes"
"2834","No"
"2835","No"
"2836","Yes"
"2837","Yes"
"2838","Yes"
"2839","Yes"
"2840","No"
"2841","Yes"
"2842","Yes"
"2843","Yes"
"2844","No"
"2845","Yes"
"2846","Yes"
"2847","Yes"
"2848","Yes"
"2849","Yes"
"2850","Yes"
"2851","No"
"2852","Yes"
"2853","No"
"2854","Yes"
"2855","No"
"2856","Yes"
"2857","Yes"
"2858","No"
"2859","Yes"
"2860","No"
"2861","No"
"2862","Yes"
"2863","No"
"2864","Yes"
"2865","Yes"
"2866","Yes"
"2867","Yes"
"2868","Yes"
"2869","No"
"2870","No"
"2871","Yes"
"2872","No"
"2873","No"
"2874","Yes"
"2875","Yes"
"2876","No"
"2877","No"
"2878","Yes"
"2879","Yes"
"2880","No"
"2881","No"
"2882","Yes"
"2883","Yes"
"2884","Yes"
"2885","Yes"
"2886","No"
"2887","Yes"
"2888","No"
"2889","Yes"
"2890","Yes"
"2891","No"
"2892","Yes"
"2893","Yes"
"2894","No"
"2895","No"
"2896","No"
"2897","Yes"
"2898","Yes"
"2899","No"
"2900","Yes"
"2901","No"
"2902","Yes"
"2903","Yes"
"2904","No"
"2905","No"
"2906","Yes"
"2907","No"
"2908","Yes"
"2909","Yes"
"2910","No"
"2911","Yes"
"2912","No"
"2913","No"
"2914","Yes"
"2915","Yes"
"2916","No"
"2917","Yes"
"2918","No"
"2919","Yes"
"2920","Yes"
"2921","Yes"
"2922","No"
"2923","Yes"
"2924","Yes"
"2925","Yes"
"2926","No"
"2927","No"
"2928","No"
"2929","No"
"2930","Yes"
"2931","No"
"2932","Yes"
"2933","Yes"
"2934","Yes"
"2935","Yes"
"2936","Yes"
"2937","Yes"
"2938","No"
"2939","Yes"
"2940","Yes"
"2941","No"
"2942","No"
"2943","Yes"
"2944","No"
"2945","No"
"2946","No"
"2947","Yes"
"2948","Yes"
"2949","No"
"2950","Yes"
"2951","No"
"2952","No"
"2953","Yes"
"2954","Yes"
"2955","No"
"2956","No"
"2957","No"
"2958","Yes"
"2959","Yes"
"2960","No"
"2961","No"
"2962","Yes"
"2963","Yes"
"2964","Yes"
"2965","No"
"2966","No"
"2967","No"
"2968","No"
"2969","No"
"2970","Yes"
"2971","Yes"
"2972","Yes"
"2973","Yes"
"2974","No"
"2975","Yes"
"2976","No"
"2977","Yes"
"2978","No"
"2979","Yes"
"2980","No"
"2981","No"
"2982","No"
"2983","No"
"2984","Yes"
"2985","Yes"
"2986","Yes"
"2987","No"
"2988","No"
"2989","No"
"2990","Yes"
"2991","Yes"
"2992","No"
"2993","No"
"2994","No"
"2995","Yes"
"2996","No"
"2997","No"
"2998","No"
"2999","Yes"
"3000","No"
"3001","No"
"3002","Yes"
"3003","No"
"3004","Yes"
"3005","Yes"
"3006","No"
"3007","No"
"3008","Yes"
"3009","Yes"
"3010","Yes"
"3011","No"
"3012","No"
"3013","Yes"
"3014","Yes"
"3015","No"
"3016","No"
"3017","Yes"
"3018","Yes"
"3019","No"
"3020","Yes"
"3021","Yes"
"3022","Yes"
"3023","No"
"3024","No"
"3025","Yes"
"3026","No"
"3027","No"
"3028","No"
"3029","Yes"
"3030","Yes"
"3031","Yes"
"3032","Yes"
"3033","Yes"
"3034","Yes"
"3035","Yes"
"3036","Yes"
"3037","No"
"3038","No"
"3039","Yes"
"3040","Yes"
"3041","Yes"
"3042","No"
"3043","Yes"
"3044","No"
"3045","No"
"3046","Yes"
"3047","No"
"3048","Yes"
"3049","No"
"3050","Yes"
"3051","Yes"
"3052","No"
"3053","Yes"
"3054","Yes"
"3055","Yes"
"3056","No"
"3057","No"
"3058","No"
"3059","Yes"
"3060","Yes"
"3061","No"
"3062","No"
"3063","Yes"
"3064","Yes"
"3065","No"
"3066","Yes"
"3067","Yes"
"3068","Yes"
"3069","Yes"
"3070","Yes"
"3071","Yes"
"3072","No"
"3073","No"
"3074","Yes"
"3075","Yes"
"3076","No"
"3077","Yes"
"3078","No"
"3079","Yes"
"3080","No"
"3081","Yes"
"3082","Yes"
"3083","No"
"3084","Yes"
"3085","Yes"
"3086","Yes"
"3087","No"
"3088","No"
"3089","No"
"3090","No"
"3091","Yes"
"3092","No"
"3093","Yes"
"3094","No"
"3095","Yes"
"3096","No"
"3097","Yes"
"3098","No"
"3099","Yes"
"3100","No"
"3101","Yes"
"3102","Yes"
"3103","No"
"3104","No"
"3105","No"
"3106","Yes"
"3107","Yes"
"3108","No"
"3109","No"
"3110","No"
"3111","Yes"
"3112","No"
"3113","No"
"3114","No"
"3115","Yes"
"3116","No"
"3117","No"
"3118","Yes"
"3119","Yes"
"3120","Yes"
"3121","No"
"3122","No"
"3123","No"
"3124","Yes"
"3125","Yes"
"3126","No"
"3127","Yes"
"3128","No"
"3129","No"
"3130","No"
"3131","No"
"3132","No"
"3133","Yes"
"3134","No"
"3135","Yes"
"3136","Yes"
"3137","No"
"3138","No"
"3139","Yes"
"3140","No"
"3141","No"
"3142","No"
"3143","No"
"3144","Yes"
"3145","No"
"3146","Yes"
"3147","No"
"3148","Yes"
"3149","Yes"
"3150","No"
"3151","Yes"
"3152","Yes"
"3153","Yes"
"3154","Yes"
"3155","No"
"3156","Yes"
"3157","No"
"3158","No"
"3159","No"
"3160","No"
"3161","Yes"
"3162","Yes"
"3163","No"
"3164","Yes"
"3165","No"
"3166","Yes"
"3167","No"
"3168","Yes"
"3169","Yes"
"3170","Yes"
"3171","No"
"3172","Yes"
"3173","No"
"3174","No"
"3175","No"
"3176","Yes"
"3177","No"
"3178","No"
"3179","Yes"
"3180","Yes"
"3181","No"
"3182","Yes"
"3183","No"
"3184","Yes"
"3185","No"
"3186","Yes"
"3187","No"
"3188","No"
"3189","Yes"
"3190","No"
"3191","Yes"
"3192","Yes"
"3193","Yes"
"3194","Yes"
"3195","Yes"
"3196","Yes"
"3197","Yes"
"3198","No"
"3199","Yes"
"3200","Yes"
"3201","No"
"3202","Yes"
"3203","Yes"
"3204","Yes"
"3205","Yes"
"3206","Yes"
"3207","Yes"
"3208","Yes"
"3209","Yes"
"3210","No"
"3211","Yes"
"3212","No"
"3213","Yes"
"3214","No"
"3215","Yes"
"3216","No"
"3217","Yes"
"3218","Yes"
"3219","No"
"3220","Yes"
"3221","No"
"3222","No"
"3223","Yes"
"3224","No"
"3225","No"
"3226","Yes"
"3227","No"
"3228","Yes"
"3229","Yes"
"3230","No"
"3231","No"
"3232","Yes"
"3233","No"
"3234","No"
"3235","No"
"3236","No"
"3237","No"
"3238","Yes"
"3239","No"
"3240","Yes"
"3241","Yes"
"3242","No"
"3243","Yes"
"3244","No"
"3245","No"
"3246","No"
"3247","Yes"
"3248","Yes"
"3249","Yes"
"3250","Yes"
"3251","No"
"3252","Yes"
"3253","Yes"
"3254","Yes"
"3255","No"
"3256","Yes"
"3257","No"
"3258","No"
"3259","Yes"
"3260","Yes"
"3261","Yes"
"3262","No"
"3263","Yes"
"3264","No"
"3265","Yes"
"3266","Yes"
"3267","No"
"3268","Yes"
"3269","No"
"3270","No"
"3271","No"
"3272","Yes"
"3273","Yes"
"3274","Yes"
"3275","Yes"
"3276","Yes"
"3277","Yes"
"3278","No"
"3279","No"
"3280","No"
"3281","No"
"3282","Yes"
"3283","Yes"
"3284","No"
"3285","No"
"3286","No"
"3287","No"
"3288","Yes"
"3289","No"
"3290","Yes"
"3291","No"
"3292","No"
"3293","No"
"3294","No"
"3295","Yes"
"3296","No"
"3297","No"
"3298","Yes"
"3299","Yes"
"3300","Yes"
"3301","Yes"
"3302","Yes"
"3303","No"
"3304","No"
"3305","Yes"
"3306","Yes"
"3307","Yes"
"3308","No"
"3309","Yes"
"3310","Yes"
"3311","No"
"3312","No"
"3313","No"
"3314","Yes"
"3315","No"
"3316","No"
"3317","Yes"
"3318","Yes"
"3319","No"
"3320","Yes"
"3321","Yes"
"3322","Yes"
"3323","No"
"3324","Yes"
"3325","No"
"3326","Yes"
"3327","Yes"
"3328","Yes"
"3329","Yes"
"3330","Yes"
"3331","No"
"3332","Yes"
"3333","Yes"
"3334","No"
"3335","No"
"3336","No"
"3337","Yes"
"3338","No"
"3339","Yes"
"3340","Yes"
"3341","No"
"3342","No"
"3343","No"
"3344","No"
"3345","Yes"
"3346","No"
"3347","No"
"3348","No"
"3349","No"
"3350","No"
"3351","No"
"3352","No"
"3353","Yes"
"3354","No"
"3355","No"
"3356","No"
"3357","No"
"3358","No"
"3359","No"
"3360","Yes"
"3361","No"
"3362","No"
"3363","Yes"
"3364","Yes"
"3365","Yes"
